Year,Patient County,PQI Number,PQI Name,"Observed Rate Per 100,000 People","Expected Rate Per 100,000 People"
2012,OTSEGO,PQI_S01,Prevention Quality All Diabetes Composite,128.37,163.68
2009,OTSEGO,PQI_S02,Prevention Quality All Circulatory Composite,470.47,423.72
2010,OTSEGO,PQI_S02,Prevention Quality All Circulatory Composite,499.18,374.66
2011,OTSEGO,PQI_S02,Prevention Quality All Circulatory Composite,406.56,368.06
2012,OTSEGO,PQI_S02,Prevention Quality All Circulatory Composite,463.32,351.56
2009,OTSEGO,PQI_S03,Prevention Quality All Respiratory Composite,474.43,319.22
2010,OTSEGO,PQI_S03,Prevention Quality All Respiratory Composite,396.55,289.85
2011,OTSEGO,PQI_S03,Prevention Quality All Respiratory Composite,406.56,308.33
2012,OTSEGO,PQI_S03,Prevention Quality All Respiratory Composite,411.18,291.17
2009,PUTNAM,PQI_01,Diabetes Short-term Complications,27.39,42.13
2010,PUTNAM,PQI_01,Diabetes Short-term Complications,36.52,43.12
2011,PUTNAM,PQI_01,Diabetes Short-term Complications,29.15,45.65
2012,PUTNAM,PQI_01,Diabetes Short-term Complications,23.65,47.63
2009,PUTNAM,PQI_03,Diabetes Long-term Complications,62.7,108.24
2010,PUTNAM,PQI_03,Diabetes Long-term Complications,75.57,109.45
2011,PUTNAM,PQI_03,Diabetes Long-term Complications,65.01,112.31
2012,PUTNAM,PQI_03,Diabetes Long-term Complications,66.88,106.26
2009,PUTNAM,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,336.05,442.97
2010,PUTNAM,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,284.13,414.04
2011,PUTNAM,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,364.87,413.82
2012,PUTNAM,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,266.2,389.18
2009,PUTNAM,PQI_07,Hypertension,27.39,48.73
2010,PUTNAM,PQI_07,Hypertension,41.69,48.62
2011,PUTNAM,PQI_07,Hypertension,31.9,49.83
2012,PUTNAM,PQI_07,Hypertension,14.41,48.73
2009,PUTNAM,PQI_08,Heart Failure,308.33,273.35
2010,PUTNAM,PQI_08,Heart Failure,291.94,250.25
2011,PUTNAM,PQI_08,Heart Failure,260.15,253.77
2012,PUTNAM,PQI_08,Heart Failure,278.19,241.01
2009,PUTNAM,PQI_10,Dehydration,108.46,118.36
2010,PUTNAM,PQI_10,Dehydration,126.39,107.47
2011,PUTNAM,PQI_10,Dehydration,139.37,108.35
2012,PUTNAM,PQI_10,Dehydration,112.86,100.21
2009,PUTNAM,PQI_11,Bacterial Pneumonia,237.82,247.06
2011,PUTNAM,PQI_11,Bacterial Pneumonia,209.77,234.74
2012,PUTNAM,PQI_11,Bacterial Pneumonia,213.95,210.43
2009,PUTNAM,PQI_12,Urinary Tract Infection,121.55,131.45
2010,PUTNAM,PQI_12,Urinary Tract Infection,99.11,134.09
2011,PUTNAM,PQI_12,Urinary Tract Infection,122.1,138.05
2012,PUTNAM,PQI_12,Urinary Tract Infection,135.19,133.1
2009,PUTNAM,PQI_13,Angina Without Procedure,23.54,27.83
2010,PUTNAM,PQI_13,Angina Without Procedure,10.45,22.99
2011,PUTNAM,PQI_13,Angina Without Procedure,6.6,20.02
2012,PUTNAM,PQI_13,Angina Without Procedure,7.92,17.71
2009,PUTNAM,PQI_14,Uncontrolled Diabetes,10.45,23.54
2010,PUTNAM,PQI_14,Uncontrolled Diabetes,14.3,20.35
2011,PUTNAM,PQI_14,Uncontrolled Diabetes,9.24,18.48
2012,PUTNAM,PQI_14,Uncontrolled Diabetes,6.6,17.16
2009,PUTNAM,PQI_15,Asthma in Younger Adults,47.3,67.98
2010,PUTNAM,PQI_15,Asthma in Younger Adults,35.53,53.13
2011,PUTNAM,PQI_15,Asthma in Younger Adults,33.99,53.57
2012,PUTNAM,PQI_15,Asthma in Younger Adults,16.72,53.13
2009,PUTNAM,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,5.28,11.88
2010,PUTNAM,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,9.13,11.44
2011,PUTNAM,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,7.92,11.88
2012,PUTNAM,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,9.24,11.88
2009,PUTNAM,PQI_90,Prevention Quality Overall Composite,1172.05,1345.85
2010,PUTNAM,PQI_90,Prevention Quality Overall Composite,1109.24,1254.55
2011,PUTNAM,PQI_90,Prevention Quality Overall Composite,1138.94,1288.43
2012,PUTNAM,PQI_90,Prevention Quality Overall Composite,1053.8,1211.54
2009,PUTNAM,PQI_91,Prevention Quality Acute Composite,467.83,496.98
2010,PUTNAM,PQI_91,Prevention Quality Acute Composite,432.74,458.7
2011,PUTNAM,PQI_91,Prevention Quality Acute Composite,471.24,481.14
2012,PUTNAM,PQI_91,Prevention Quality Acute Composite,461.89,443.74
2009,PUTNAM,PQI_92,Prevention Quality Chronic Composite,704.33,848.87
2010,PUTNAM,PQI_92,Prevention Quality Chronic Composite,676.5,795.85
2011,PUTNAM,PQI_92,Prevention Quality Chronic Composite,667.7,807.4
2012,PUTNAM,PQI_92,Prevention Quality Chronic Composite,591.91,767.91
2009,PUTNAM,PQI_S01,Prevention Quality All Diabetes Composite,104.5,180.29
2010,PUTNAM,PQI_S01,Prevention Quality All Diabetes Composite,130.35,179.08
2011,PUTNAM,PQI_S01,Prevention Quality All Diabetes Composite,107.47,182.49
2012,PUTNAM,PQI_S01,Prevention Quality All Diabetes Composite,103.62,177.1
2009,PUTNAM,PQI_S02,Prevention Quality All Circulatory Composite,359.37,349.91
2010,PUTNAM,PQI_S02,Prevention Quality All Circulatory Composite,344.08,321.97
2011,PUTNAM,PQI_S02,Prevention Quality All Circulatory Composite,298.65,323.73
2012,PUTNAM,PQI_S02,Prevention Quality All Circulatory Composite,300.52,307.34
2009,PUTNAM,PQI_S03,Prevention Quality All Respiratory Composite,240.46,318.78
2010,PUTNAM,PQI_S03,Prevention Quality All Respiratory Composite,202.07,294.91
2011,PUTNAM,PQI_S03,Prevention Quality All Respiratory Composite,261.47,301.18
2012,PUTNAM,PQI_S03,Prevention Quality All Respiratory Composite,187.66,283.47
2009,QUEENS,PQI_01,Diabetes Short-term Complications,44.77,63.47
2010,QUEENS,PQI_01,Diabetes Short-term Complications,44.99,62.48
2011,QUEENS,PQI_01,Diabetes Short-term Complications,49.61,64.79
2012,QUEENS,PQI_01,Diabetes Short-term Complications,52.47,69.41
2009,QUEENS,PQI_03,Diabetes Long-term Complications,149.16,174.79
2010,QUEENS,PQI_03,Diabetes Long-term Complications,143.33,173.47
2011,QUEENS,PQI_03,Diabetes Long-term Complications,142.01,172.59
2012,QUEENS,PQI_03,Diabetes Long-term Complications,139.04,160.93
2009,QUEENS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,435.49,627.33
2010,QUEENS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,401.5,586.08
2011,QUEENS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,408.87,591.47
2012,QUEENS,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,417.23,574.31
2009,QUEENS,PQI_07,Hypertension,82.5,99.99
2010,QUEENS,PQI_07,Hypertension,89.43,97.79
2011,QUEENS,PQI_07,Hypertension,86.68,94.49
2012,QUEENS,PQI_07,Hypertension,86.02,92.4
2009,QUEENS,PQI_08,Heart Failure,312.4,405.35
2010,QUEENS,PQI_08,Heart Failure,281.16,370.92
2011,QUEENS,PQI_08,Heart Failure,286.88,351.56
2012,QUEENS,PQI_08,Heart Failure,278.74,346.61
2009,QUEENS,PQI_10,Dehydration,102.3,133.32
2010,QUEENS,PQI_10,Dehydration,91.74,125.4
2011,QUEENS,PQI_10,Dehydration,85.47,120.34
2012,QUEENS,PQI_10,Dehydration,81.29,114.62
2009,QUEENS,PQI_11,Bacterial Pneumonia,226.82,285.34
2010,QUEENS,PQI_11,Bacterial Pneumonia,191.07,250.14
2011,QUEENS,PQI_11,Bacterial Pneumonia,206.03,257.95
2012,QUEENS,PQI_11,Bacterial Pneumonia,192.72,238.81
2009,QUEENS,PQI_12,Urinary Tract Infection,165.55,190.3
2010,QUEENS,PQI_12,Urinary Tract Infection,168.96,189.2
2011,QUEENS,PQI_12,Urinary Tract Infection,159.72,182.6
2012,QUEENS,PQI_12,Urinary Tract Infection,164.23,179.08
2009,QUEENS,PQI_13,Angina Without Procedure,32.67,37.73
2010,QUEENS,PQI_13,Angina Without Procedure,32.34,31.68
2011,QUEENS,PQI_13,Angina Without Procedure,28.38,26.51
2012,QUEENS,PQI_13,Angina Without Procedure,21.01,23.43
2009,QUEENS,PQI_14,Uncontrolled Diabetes,41.03,49.17
2010,QUEENS,PQI_14,Uncontrolled Diabetes,32.89,40.81
2011,QUEENS,PQI_14,Uncontrolled Diabetes,26.29,35.42
2012,QUEENS,PQI_14,Uncontrolled Diabetes,25.41,33.11
2009,QUEENS,PQI_15,Asthma in Younger Adults,60.28,112.86
2010,QUEENS,PQI_15,Asthma in Younger Adults,51.37,88.44
2011,QUEENS,PQI_15,Asthma in Younger Adults,51.7,88
2012,QUEENS,PQI_15,Asthma in Younger Adults,54.56,83.05
2009,QUEENS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,12.32,16.17
2010,QUEENS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,10.45,15.73
2011,QUEENS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.44,16.17
2012,QUEENS,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,12.76,16.39
2009,QUEENS,PQI_90,Prevention Quality Overall Composite,1453.32,1874.4
2010,QUEENS,PQI_90,Prevention Quality Overall Composite,1348.93,1745.15
2011,QUEENS,PQI_90,Prevention Quality Overall Composite,1343.76,1705.99
2012,QUEENS,PQI_90,Prevention Quality Overall Composite,1317.91,1640.98
2009,QUEENS,PQI_91,Prevention Quality Acute Composite,494.78,609.07
2010,QUEENS,PQI_91,Prevention Quality Acute Composite,451.77,564.85
2011,QUEENS,PQI_91,Prevention Quality Acute Composite,451.11,561
2012,QUEENS,PQI_91,Prevention Quality Acute Composite,438.24,532.51
2009,QUEENS,PQI_92,Prevention Quality Chronic Composite,958.65,1265.33
2010,QUEENS,PQI_92,Prevention Quality Chronic Composite,897.16,1180.3
2011,QUEENS,PQI_92,Prevention Quality Chronic Composite,892.65,1145.1
2012,QUEENS,PQI_92,Prevention Quality Chronic Composite,879.67,1108.58
2009,QUEENS,PQI_S01,Prevention Quality All Diabetes Composite,242.55,296.34
2010,QUEENS,PQI_S01,Prevention Quality All Diabetes Composite,227.26,285.23
2011,QUEENS,PQI_S01,Prevention Quality All Diabetes Composite,224.07,281.49
2012,QUEENS,PQI_S01,Prevention Quality All Diabetes Composite,224.73,272.36
2009,QUEENS,PQI_S02,Prevention Quality All Circulatory Composite,427.46,543.07
2010,QUEENS,PQI_S02,Prevention Quality All Circulatory Composite,402.93,500.28
2011,QUEENS,PQI_S02,Prevention Quality All Circulatory Composite,401.94,472.56
2012,QUEENS,PQI_S02,Prevention Quality All Circulatory Composite,385.88,462.44
2009,QUEENS,PQI_S03,Prevention Quality All Respiratory Composite,288.64,425.92
2010,QUEENS,PQI_S03,Prevention Quality All Respiratory Composite,266.97,394.79
2011,QUEENS,PQI_S03,Prevention Quality All Respiratory Composite,266.64,391.05
2012,QUEENS,PQI_S03,Prevention Quality All Respiratory Composite,269.17,373.78
2009,RENSSELAER,PQI_01,Diabetes Short-term Complications,69.52,43.23
2010,RENSSELAER,PQI_01,Diabetes Short-term Complications,56.32,43.89
2011,RENSSELAER,PQI_01,Diabetes Short-term Complications,69.19,47.3
2012,RENSSELAER,PQI_01,Diabetes Short-term Complications,43.01,50.93
2009,RENSSELAER,PQI_03,Diabetes Long-term Complications,111.21,105.71
2010,RENSSELAER,PQI_03,Diabetes Long-term Complications,111.87,104.72
2011,RENSSELAER,PQI_03,Diabetes Long-term Complications,129.36,109.56
2012,RENSSELAER,PQI_03,Diabetes Long-term Complications,58.19,107.03
2009,RENSSELAER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,684.31,483.78
2010,RENSSELAER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,581.24,447.48
2011,RENSSELAER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,563.75,454.85
2012,RENSSELAER,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,273.35,436.7
2009,RENSSELAER,PQI_07,Hypertension,38.39,50.05
2010,RENSSELAER,PQI_07,Hypertension,31.02,49.5
2011,RENSSELAER,PQI_07,Hypertension,51.04,51.26
2012,RENSSELAER,PQI_07,Hypertension,22.33,53.24
2009,RENSSELAER,PQI_08,Heart Failure,308.22,324.72
2010,RENSSELAER,PQI_08,Heart Failure,293.04,290.51
2011,RENSSELAER,PQI_08,Heart Failure,324.5,289.63
2012,RENSSELAER,PQI_08,Heart Failure,162.58,280.06
2009,RENSSELAER,PQI_10,Dehydration,145.53,134.2
2010,RENSSELAER,PQI_10,Dehydration,116.71,118.69
2011,RENSSELAER,PQI_10,Dehydration,152.35,119.68
2012,RENSSELAER,PQI_10,Dehydration,89.21,111.87
2009,RENSSELAER,PQI_11,Bacterial Pneumonia,327.03,271.59
2010,RENSSELAER,PQI_11,Bacterial Pneumonia,311.85,236.72
2011,RENSSELAER,PQI_11,Bacterial Pneumonia,275.88,253
2012,RENSSELAER,PQI_11,Bacterial Pneumonia,142.67,231
2009,RENSSELAER,PQI_12,Urinary Tract Infection,207.68,153.56
2010,RENSSELAER,PQI_12,Urinary Tract Infection,228.58,153.12
2011,RENSSELAER,PQI_12,Urinary Tract Infection,200.09,155.21
2012,RENSSELAER,PQI_12,Urinary Tract Infection,110,153.23
2009,RENSSELAER,PQI_13,Angina Without Procedure,15.51,26.4
2010,RENSSELAER,PQI_13,Angina Without Procedure,9.02,21.67
2011,RENSSELAER,PQI_13,Angina Without Procedure,4.07,19.36
2012,RENSSELAER,PQI_13,Angina Without Procedure,3.96,17.82
2009,RENSSELAER,PQI_14,Uncontrolled Diabetes,15.51,21.12
2010,RENSSELAER,PQI_14,Uncontrolled Diabetes,9.79,18.37
2011,RENSSELAER,PQI_14,Uncontrolled Diabetes,15.62,17.49
2012,RENSSELAER,PQI_14,Uncontrolled Diabetes,5.61,17.71
2009,RENSSELAER,PQI_15,Asthma in Younger Adults,83.49,63.25
2010,RENSSELAER,PQI_15,Asthma in Younger Adults,62.48,50.27
2011,RENSSELAER,PQI_15,Asthma in Younger Adults,55.11,49.94
2012,RENSSELAER,PQI_15,Asthma in Younger Adults,40.59,53.57
2009,RENSSELAER,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,16.39,11.66
2010,RENSSELAER,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,20.46,11
2011,RENSSELAER,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,10.67,11.66
2012,RENSSELAER,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,7.15,11.88
2009,RENSSELAER,PQI_90,Prevention Quality Overall Composite,1698.18,1455.96
2010,RENSSELAER,PQI_90,Prevention Quality Overall Composite,1554.08,1335.07
2011,RENSSELAER,PQI_90,Prevention Quality Overall Composite,1601.93,1371.81
2012,RENSSELAER,PQI_90,Prevention Quality Overall Composite,826.21,1322.75
2009,RENSSELAER,PQI_91,Prevention Quality Acute Composite,680.24,559.46
2010,RENSSELAER,PQI_91,Prevention Quality Acute Composite,657.03,508.64
2011,RENSSELAER,PQI_91,Prevention Quality Acute Composite,628.43,527.89
2012,RENSSELAER,PQI_91,Prevention Quality Acute Composite,341.77,496.21
2009,RENSSELAER,PQI_92,Prevention Quality Chronic Composite,1017.94,896.5
2010,RENSSELAER,PQI_92,Prevention Quality Chronic Composite,897.05,826.43
2011,RENSSELAER,PQI_92,Prevention Quality Chronic Composite,973.5,843.92
2012,RENSSELAER,PQI_92,Prevention Quality Chronic Composite,484.44,826.65
2009,RENSSELAER,PQI_S01,Prevention Quality All Diabetes Composite,206.8,176.55
2010,RENSSELAER,PQI_S01,Prevention Quality All Diabetes Composite,186.12,173.03
2011,RENSSELAER,PQI_S01,Prevention Quality All Diabetes Composite,219.89,180.18
2012,RENSSELAER,PQI_S01,Prevention Quality All Diabetes Composite,109.12,181.94
2009,RENSSELAER,PQI_S02,Prevention Quality All Circulatory Composite,362.23,401.06
2010,RENSSELAER,PQI_S02,Prevention Quality All Circulatory Composite,333.08,361.68
2011,RENSSELAER,PQI_S02,Prevention Quality All Circulatory Composite,379.72,360.14
2012,RENSSELAER,PQI_S02,Prevention Quality All Circulatory Composite,188.87,351.12
2009,RENSSELAER,PQI_S03,Prevention Quality All Respiratory Composite,448.91,319
2010,RENSSELAER,PQI_S03,Prevention Quality All Respiratory Composite,377.96,291.83
2011,RENSSELAER,PQI_S03,Prevention Quality All Respiratory Composite,373.89,303.71
2012,RENSSELAER,PQI_S03,Prevention Quality All Respiratory Composite,186.45,293.59
2009,RICHMOND,PQI_01,Diabetes Short-term Complications,49.61,49.28
2010,RICHMOND,PQI_01,Diabetes Short-term Complications,41.69,49.83
2011,RICHMOND,PQI_01,Diabetes Short-term Complications,39.16,52.91
2012,RICHMOND,PQI_01,Diabetes Short-term Complications,45.76,55.66
2009,RICHMOND,PQI_03,Diabetes Long-term Complications,174.79,124.08
2010,RICHMOND,PQI_03,Diabetes Long-term Complications,164.01,124.41
2011,RICHMOND,PQI_03,Diabetes Long-term Complications,181.5,128.04
2012,RICHMOND,PQI_03,Diabetes Long-term Complications,179.08,118.8
2009,RICHMOND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,649,512.93
2010,RICHMOND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,594.77,478.06
2011,RICHMOND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,666.38,484.88
2012,RICHMOND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,669.57,456.94
2009,RICHMOND,PQI_07,Hypertension,100.32,64.13
2010,RICHMOND,PQI_07,Hypertension,108.9,63.36
2011,RICHMOND,PQI_07,Hypertension,137.28,63.91
2012,RICHMOND,PQI_07,Hypertension,119.79,61.93
2009,RICHMOND,PQI_08,Heart Failure,303.49,320.43
2010,RICHMOND,PQI_08,Heart Failure,236.28,289.74
2011,RICHMOND,PQI_08,Heart Failure,209.11,286.22
2012,RICHMOND,PQI_08,Heart Failure,214.06,270.6
2009,RICHMOND,PQI_10,Dehydration,126.83,125.62
2010,RICHMOND,PQI_10,Dehydration,105.49,113.85
2011,RICHMOND,PQI_10,Dehydration,118.91,113.3
2012,RICHMOND,PQI_10,Dehydration,108.79,104.17
2009,RICHMOND,PQI_11,Bacterial Pneumonia,257.95,261.8
2010,RICHMOND,PQI_11,Bacterial Pneumonia,207.35,227.81
2011,RICHMOND,PQI_11,Bacterial Pneumonia,198,242.77
2012,RICHMOND,PQI_11,Bacterial Pneumonia,171.6,216.26
2009,RICHMOND,PQI_12,Urinary Tract Infection,143.77,155.98
2010,RICHMOND,PQI_12,Urinary Tract Infection,159.83,155.65
2011,RICHMOND,PQI_12,Urinary Tract Infection,181.5,156.2
2012,RICHMOND,PQI_12,Urinary Tract Infection,177.1,148.72
2009,RICHMOND,PQI_13,Angina Without Procedure,25.19,29.81
2010,RICHMOND,PQI_13,Angina Without Procedure,18.15,24.75
2011,RICHMOND,PQI_13,Angina Without Procedure,14.96,21.45
2012,RICHMOND,PQI_13,Angina Without Procedure,21.45,18.81
2009,RICHMOND,PQI_14,Uncontrolled Diabetes,34.87,30.47
2010,RICHMOND,PQI_14,Uncontrolled Diabetes,27.72,25.96
2011,RICHMOND,PQI_14,Uncontrolled Diabetes,35.53,23.54
2012,RICHMOND,PQI_14,Uncontrolled Diabetes,31.35,21.78
2009,RICHMOND,PQI_15,Asthma in Younger Adults,116.27,86.02
2010,RICHMOND,PQI_15,Asthma in Younger Adults,112.09,67.76
2011,RICHMOND,PQI_15,Asthma in Younger Adults,90.64,67.21
2012,RICHMOND,PQI_15,Asthma in Younger Adults,99.55,65.56
2009,RICHMOND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,13.64,12.43
2010,RICHMOND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,10.34,11.99
2011,RICHMOND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,10.56,12.65
2012,RICHMOND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11,12.54
2009,RICHMOND,PQI_90,Prevention Quality Overall Composite,1668.92,1517.78
2010,RICHMOND,PQI_90,Prevention Quality Overall Composite,1485,1403.38
2011,RICHMOND,PQI_90,Prevention Quality Overall Composite,1572.23,1423.29
2012,RICHMOND,PQI_90,Prevention Quality Overall Composite,1528.12,1331.55
2009,RICHMOND,PQI_91,Prevention Quality Acute Composite,528.55,543.4
2010,RICHMOND,PQI_91,Prevention Quality Acute Composite,472.67,497.31
2011,RICHMOND,PQI_91,Prevention Quality Acute Composite,498.41,512.27
2012,RICHMOND,PQI_91,Prevention Quality Acute Composite,457.6,469.04
2009,RICHMOND,PQI_92,Prevention Quality Chronic Composite,1140.37,974.49
2010,RICHMOND,PQI_92,Prevention Quality Chronic Composite,1012.33,906.07
2011,RICHMOND,PQI_92,Prevention Quality Chronic Composite,1073.82,911.02
2012,RICHMOND,PQI_92,Prevention Quality Chronic Composite,1070.52,862.62
2009,RICHMOND,PQI_S01,Prevention Quality All Diabetes Composite,266.31,210.65
2010,RICHMOND,PQI_S01,Prevention Quality All Diabetes Composite,238.15,206.69
2011,RICHMOND,PQI_S01,Prevention Quality All Diabetes Composite,261.47,210.98
2012,RICHMOND,PQI_S01,Prevention Quality All Diabetes Composite,261.69,202.84
2009,RICHMOND,PQI_S02,Prevention Quality All Circulatory Composite,429,414.37
2010,RICHMOND,PQI_S02,Prevention Quality All Circulatory Composite,363.44,377.85
2011,RICHMOND,PQI_S02,Prevention Quality All Circulatory Composite,361.35,371.58
2012,RICHMOND,PQI_S02,Prevention Quality All Circulatory Composite,355.41,351.23
2009,RICHMOND,PQI_S03,Prevention Quality All Respiratory Composite,445.06,349.47
2010,RICHMOND,PQI_S03,Prevention Quality All Respiratory Composite,410.63,321.64
2011,RICHMOND,PQI_S03,Prevention Quality All Respiratory Composite,451,328.57
2012,RICHMOND,PQI_S03,Prevention Quality All Respiratory Composite,453.42,308.55
2009,ROCKLAND,PQI_01,Diabetes Short-term Complications,39.49,51.59
2010,ROCKLAND,PQI_01,Diabetes Short-term Complications,37.29,51.92
2011,ROCKLAND,PQI_01,Diabetes Short-term Complications,46.31,54.67
2012,ROCKLAND,PQI_01,Diabetes Short-term Complications,28.71,59.18
2009,ROCKLAND,PQI_03,Diabetes Long-term Complications,99.77,139.37
2010,ROCKLAND,PQI_03,Diabetes Long-term Complications,100.1,138.82
2011,ROCKLAND,PQI_03,Diabetes Long-term Complications,114.51,140.8
2012,ROCKLAND,PQI_03,Diabetes Long-term Complications,90.53,136.95
2009,ROCKLAND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,403.7,544.61
2010,ROCKLAND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,385.99,510.73
2011,ROCKLAND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,435.82,514.91
2012,ROCKLAND,PQI_05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,399.85,494.45
2009,ROCKLAND,PQI_07,Hypertension,43.23,71.17
2010,ROCKLAND,PQI_07,Hypertension,45.1,70.18
2011,ROCKLAND,PQI_07,Hypertension,55.66,70.73
2012,ROCKLAND,PQI_07,Hypertension,41.91,72.71
2009,ROCKLAND,PQI_08,Heart Failure,259.16,358.93
2010,ROCKLAND,PQI_08,Heart Failure,234.41,326.48
2011,ROCKLAND,PQI_08,Heart Failure,228.58,330.66
2012,ROCKLAND,PQI_08,Heart Failure,197.78,320.87
2009,ROCKLAND,PQI_10,Dehydration,123.64,135.41
2010,ROCKLAND,PQI_10,Dehydration,116.05,123.31
2011,ROCKLAND,PQI_10,Dehydration,109.89,125.51
2012,ROCKLAND,PQI_10,Dehydration,97.13,116.71
2009,ROCKLAND,PQI_11,Bacterial Pneumonia,267.41,282.81
2010,ROCKLAND,PQI_11,Bacterial Pneumonia,214.83,247.72
2011,ROCKLAND,PQI_11,Bacterial Pneumonia,190.52,268.73
2012,ROCKLAND,PQI_11,Bacterial Pneumonia,176.22,242.22
2009,ROCKLAND,PQI_12,Urinary Tract Infection,154.44,164.89
2010,ROCKLAND,PQI_12,Urinary Tract Infection,157.96,165.11
2011,ROCKLAND,PQI_12,Urinary Tract Infection,161.81,171.27
2012,ROCKLAND,PQI_12,Urinary Tract Infection,185.02,164.78
2009,ROCKLAND,PQI_13,Angina Without Procedure,14.3,32.34
2010,ROCKLAND,PQI_13,Angina Without Procedure,10.01,26.84
2011,ROCKLAND,PQI_13,Angina Without Procedure,19.91,23.21
2012,ROCKLAND,PQI_13,Angina Without Procedure,19.03,21.01
2009,ROCKLAND,PQI_14,Uncontrolled Diabetes,15.62,33.33
2010,ROCKLAND,PQI_14,Uncontrolled Diabetes,18.26,28.38
2011,ROCKLAND,PQI_14,Uncontrolled Diabetes,25.08,25.52
2012,ROCKLAND,PQI_14,Uncontrolled Diabetes,18.15,25.3
2009,ROCKLAND,PQI_15,Asthma in Younger Adults,87.12,85.14
2010,ROCKLAND,PQI_15,Asthma in Younger Adults,50.38,65.67
2011,ROCKLAND,PQI_15,Asthma in Younger Adults,61.49,64.9
2012,ROCKLAND,PQI_15,Asthma in Younger Adults,56.43,65.78
2009,ROCKLAND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,12.43,14.41
2010,ROCKLAND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,11.33,13.75
2011,ROCKLAND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,13.42,14.3
2011,SARATOGA,PQI_08,Heart Failure,274.89,262.02
2012,ROCKLAND,PQI_16,Lower-Extremity Amputation among Patients with Diabetes,5.72,14.96
2009,ROCKLAND,PQI_90,Prevention Quality Overall Composite,1314.28,1659.9
2010,ROCKLAND,PQI_90,Prevention Quality Overall Composite,1208.9,1540
2011,ROCKLAND,PQI_90,Prevention Quality Overall Composite,1265.22,1577.29
2012,ROCKLAND,PQI_90,Prevention Quality Overall Composite,1139.27,1514.59
2009,ROCKLAND,PQI_91,Prevention Quality Acute Composite,545.49,583.11
2010,ROCKLAND,PQI_91,Prevention Quality Acute Composite,488.84,536.14
2011,ROCKLAND,PQI_91,Prevention Quality Acute Composite,462.22,565.51
2012,ROCKLAND,PQI_91,Prevention Quality Acute Composite,458.37,523.82
2009,ROCKLAND,PQI_92,Prevention Quality Chronic Composite,768.79,1076.79
2010,ROCKLAND,PQI_92,Prevention Quality Chronic Composite,720.06,1003.86
2011,ROCKLAND,PQI_92,Prevention Quality Chronic Composite,803,1011.78
2012,ROCKLAND,PQI_92,Prevention Quality Chronic Composite,680.9,990.88
2009,ROCKLAND,PQI_S01,Prevention Quality All Diabetes Composite,160.38,232.21
2010,ROCKLAND,PQI_S01,Prevention Quality All Diabetes Composite,162.91,226.6
2011,ROCKLAND,PQI_S01,Prevention Quality All Diabetes Composite,192.83,228.47
2012,ROCKLAND,PQI_S01,Prevention Quality All Diabetes Composite,140.47,229.35
